NAME,CONTACT NO,RATING,RATING COUNT,ADDRESS,LOCATION,CATEGORY
Sakthi Vinagayar Store,+(91)9486611720,3.7,5,"No. 72, Mela Kalkandar Kottai, Tiruchirappalli, V O C Road, Trichy - 620011",Trichy,Grocery Stores
Samuthiras Malligai,+(91)9976103479,5.0,4,"113, Palakkarai Main Road, Sangillyandapuram, Tiruchirappalli, Palakarai, Trichy - 620008",Trichy,Grocery Stores
Senthil Andavar Store,+(91)9865614529,5.0,5,"Shop No. 33/27, Kooni Bazar, Beema Nagar, Tiruchirappalli, Trichy - 620001",Trichy,Grocery Stores
Global Traders,+(91)4312401227,5.0,4,"Palakkarai Flyover, Bhima Nagar, Beema Nagar, Sangillyandapuram, Tiruchirappalli, Bheema Nagar, Trichy - 620001",Trichy,Grocery Stores
Vignesh Prabha General Stor..,+(91)9003458231,5.0,4,"67, Rama Krishna Nagar, Kallukuzhi, Tiruchirappalli, Trichy - 620020",Trichy,Grocery Stores
Golden Fruits,+(91)7502611333,5.0,4,"Kajanagar, Edamalaipatti Pudur, Tiruchirappalli, Race Course Road, Trichy - 620023",Trichy,Grocery Stores
Nilla Store,+(91)9715948958,5.0,4,"3, Ranga Complex, Tiruchirappalli, Vayalur Main Road, Uyyakondanthirumalai, Trichy - 620102",Trichy,Grocery Stores
Sri Kumaran Store,+(91)4312340343,5.0,4,"133/4, Amman Complex, Thendral Nagar, Kk Nagar, Tiruchirappalli, K K Nagar, Trichy - 620021",Trichy,Grocery Stores
Vasantham Quaility Maligai ..,+(91)8098769877,5.0,4,"Kattur, Tiruchirappalli, Thanjore Main Road, Kattur, Trichy - 620019",Trichy,Grocery Stores
Sakthi General & Maligai,+(91)4312230628,4.8,5,"Shop No. 1, Jambukeshwarar Nagar, Thiruvanaikovil, Tiruchirappalli, Srirangam North, Trichy - 620005",Trichy,Grocery Stores
Sri Kannan Maligai,+(91)9486769154,5.0,4,"Mannachanallur, Tiruchirappalli, Manachanallur, Trichy - 621005",Trichy,Grocery Stores
Vetri Vinayaka Store,+(91)9865610941,5.0,4,"1614, Samayapuram, Trichy - 621112",Trichy,Grocery Stores
Sri Krishna Maligai,+(91)9965038296,5.0,4,"Samayapuram, Bazar Street, Tiruchirappalli, Samayapuram, Trichy - 621112",Trichy,Grocery Stores
JP STORES,+(91)9600473444,5.0,4,"Chithanatham, Chithanatham, Trichy - 621312",Trichy,Grocery Stores
Indian Store,+(91)9842536341,5.0,7,"Main Road, Tiruchirappalli, Pettavaithalai, Trichy - 639112, Near Bus Stand",Trichy,Grocery Stores
Raja Super Market,+(91)9787219639,5.0,4,"Vandalai Kudalur, Kadai Veethi, Vandalaigudalur, Trichy - 621711, Busstand",Trichy,Grocery Stores
Velmurugan Malligai,+(91)9865306188,5.0,4,"65, Big Bazzer Street, Thuraiyur, Trichy - 621010, Thivan Office Stop",Trichy,Grocery Stores
Kannan Maligai,+(91)9003477479,5.0,4,"Sarayakara St, Tattayyangarpettai, Thathiengarpet, Trichy - 621214",Trichy,Grocery Stores
Jaba Store,+(91)8220536868,4.7,4,"65/1, Kallukuzhi, Ramakrishna Nagar, Tiruchirappalli, Illapur Main Road, Trichy - 620020",Trichy,Grocery Stores
K. T. M. Maligai,+(91)4312716751,4.5,4,"No 12 13 14 Diamond Juliee Building, Maiylam Market, Tiruchirappalli HO, Trichy - 620001",Trichy,Grocery Stores
Sivasakthi Stores,+(91)4312202819,4.4,7,"Tharanallur, Tiruchirappalli, Varaganeri, Trichy - 620008",Trichy,Grocery Stores
Sri Lakshmi Stores,+(91)9942928005,4.5,4,"Sandhukadai St, Devathanam, Tiruchirappalli, Trichy - 620002",Trichy,Grocery Stores
Kaviri Fruits And Veggies,+(91)8248485656,4.5,4,"Balamurugan Complex, Ayyappa Nagar, K.K Nagar, Tiruchirappalli, K K Nagar, Trichy - 620021",Trichy,Grocery Stores
Sri Hari Store,+(91)9965567893,4.6,5,"Rekt Nagar, Valvanthan Kottai, Thuvakudi, Tiruchirappalli, Thuvakkudi, Trichy - 620015",Trichy,Grocery Stores
Renga Complex,+(91)9043955170,4.5,4,"Thumbalam, Trichy - 621211",Trichy,Grocery Stores
Massive Agro Venture,+(91)4312420429,4.3,4,"No 23, Samadh School Street, Khajanagar, Trichy - 620023, Near Samadh School",Trichy,Grocery Stores
Nilgiris Supermarket,+(91)04314020998,4.3,6,"3GC3, Warners Road, Tiruchirappalli Cantt, Trichy - 620001, Near Andhra Bank",Trichy,Grocery Stores
Anandha Store,+(91)8754727444,3.7,8,"Grocery Store In Trichy No181eda, Tiruchirappalli, Street, Streetroad, Trichy - 620008",Trichy,Grocery Stores
City Maligai,+(91)4312700610,4.0,4,"No 4, 3, Kaja Mohideen St, Sangillyandapuram, Tiruchirappalli, Palakarai, Trichy - 620008",Trichy,Grocery Stores
Ks Fruits Sweet Corn,+(91)9788791371,4.0,4,"Bharathiar Salai, Bharathiyar Salai, Sangillyandapuram, Tiruchirappalli, Trichy - 620001",Trichy,Grocery Stores
R. Mahesh Anandhan Tea Stal..,+(91)7373658073,3.8,6,"Shop No. 5/248, East Vayalur, Tiruchirappalli, Seerathopu Main Road, Pallakadu, Trichy - 620102",Trichy,Grocery Stores
Lucky Store,+(91)9965555451,4.0,4,"No.5, Chennai Main Road ,4 Road, Tiruchirappalli, Samayapuram, Trichy - 621112",Trichy,Grocery Stores
Chidambaram Maligai,+(91)9489487702,4.1,5,"Shop No. 4, Main Road, Tiruchirappalli, Samayapuram, Trichy - 621112",Trichy,Grocery Stores
Sri Madhura Store,+(91)9042235353,4.0,4,"61, Maruthur Road, Tiruchirappalli, Samayapuram, Trichy - 621112, Opposite New Police Station",Trichy,Grocery Stores
Perumal Maligai,+(91)9943518510,4.0,4,"Manapparai, Manaparai, Trichy - 621306, Near By Coopertation Bank",Trichy,Grocery Stores
Subramani Maligai,+(91)8220161767,3.8,5,"Kaikatty, Trichy - 621305",Trichy,Grocery Stores
Sri Nivas Brand,+(91)4312781449,4.1,5,"No 10, Jayaram Nagar Uyyakondanthirumalai, Somarasampettai, Trichy - 620102, Near Sivan Temple",Trichy,Grocery Stores
Vijayalakshmi Store,+(91)8122498252,3.5,4,"No. 33, Kooni Bazar, Beema Nagar, Tiruchirappalli, Trichy - 620001",Trichy,Grocery Stores
Rajan Store,+(91)7200200099,3.6,5,"7/6, Palakarai, Tiruchirappalli, Eda St Road, Trichy - 620001, Opposite Masoodi",Trichy,Grocery Stores
Astalakshmi Store,+(91)9965885199,3.5,4,"N.S Building, 1st Cross, Kaveri Nagar, Uraiyoor, Tiruchirappalli, Trichy - 620003",Trichy,Grocery Stores
Murugan Store,+(91)9965365397,3.5,4,"Edamalaipatti Pudur, Tiruchirappalli, Edamalaipattipudur, Trichy - 620012",Trichy,Grocery Stores
Parvathy Maligai & General ..,+(91)7639417639,3.8,5,"42, 9th Cross, Balaji Nagar, Tiruchirappalli, Trichy - 620019",Trichy,Grocery Stores
Government Ration Shop,+(91)9865433496,3.5,4,"Mutharasanallur Road & Karur Main Road, Tiruchirappalli, Andanallur, Trichy - 639101",Trichy,Grocery Stores
Sri Karpaga Vinayaga Maliga..,+(91)4312701067,3.0,4,"No.18, Yvd Complex, Chathiram Bus Stand, Trichy - 620002, Frontline Hospitaear",Trichy,Grocery Stores
Sri Balarathina Maligai,+(91)7871097724,3.5,4,"Trichy Road, Tiruchirappalli, Lalgudi, Trichy - 621601",Trichy,Grocery Stores
S M K Selva Mariamman Malig..,+(91)9750865139,2.5,4,"9a, Nawab Thottam, Selvamariamman Koil Street, Uraiyoor, Tiruchirappalli, Woriyur, Trichy - 620003",Trichy,Grocery Stores
